Date,Value,Open,High,Low,Vol.,Change %
04/18/2013,1391.25,1376.80,1401.96,1340.36,,1.03%
04/17/2013,1377.00,1369.30,1395.10,1365.10,,0.59%
04/16/2013,1368.90,1353.86,1402.35,1322.46,,1.16%
04/15/2013,1353.25,1478.30,1495.66,1336.54,,-8.49%
04/12/2013,1478.85,1560.69,1564.86,1477.50,,-5.28%
04/11/2013,1561.35,1559.30,1568.42,1553.71,,0.17%
04/10/2013,1558.75,1584.95,1588.91,1556.00,,-1.67%
04/09/2013,1585.20,1572.94,1590.50,1570.44,,0.73%
04/08/2013,1573.70,1581.25,1583.37,1567.55,,-0.52%
04/05/2013,1582.00,1553.32,1582.05,1549.34,,1.85%
04/04/2013,1553.32,1557.96,1559.87,1540.35,,-0.29%
04/03/2013,1557.85,1576.04,1577.41,1550.19,,-1.14%
04/02/2013,1575.85,1599.60,1604.21,1574.00,,-1.44%
04/01/2013,1598.90,1597.74,1601.31,1594.94,,0.14%
03/28/2013,1596.74,1605.76,1607.88,1594.06,,-0.54%
03/27/2013,1605.40,1599.31,1608.61,1591.50,,0.39%
03/26/2013,1599.20,1605.60,1606.27,1594.85,,-0.39%
03/25/2013,1605.40,1609.30,1613.76,1589.99,,-0.19%
03/22/2013,1608.45,1614.70,1616.35,1603.79,,-0.39%
03/21/2013,1614.70,1606.58,1616.97,1604.65,,0.51%
03/20/2013,1606.50,1613.50,1615.21,1603.55,,-0.43%
03/19/2013,1613.40,1605.41,1615.77,1600.15,,0.50%
03/18/2013,1605.30,1597.26,1611.31,1592.56,,0.81%
03/15/2013,1592.45,1590.41,1598.81,1588.90,,0.14%
03/14/2013,1590.30,1587.90,1593.50,1576.99,,0.16%
03/13/2013,1587.80,1592.91,1599.61,1585.55,,-0.31%
03/12/2013,1592.70,1582.01,1598.81,1580.25,,0.74%
03/11/2013,1581.00,1578.40,1583.61,1575.65,,0.17%
03/08/2013,1578.35,1579.12,1583.51,1561.41,,-0.03%
03/07/2013,1578.90,1583.59,1585.89,1574.94,,-0.30%
03/06/2013,1583.69,1575.28,1584.79,1567.53,,0.52%
03/05/2013,1575.44,1573.88,1586.30,1571.72,,0.09%
03/04/2013,1573.95,1579.01,1585.11,1569.65,,-0.08%
03/01/2013,1575.24,1580.18,1587.29,1564.83,,-0.31%
02/28/2013,1580.14,1597.38,1602.98,1574.72,,-1.09%
02/27/2013,1597.60,1613.39,1614.89,1592.33,,-0.98%
02/26/2013,1613.49,1593.93,1620.05,1584.60,,1.21%
02/25/2013,1594.24,1581.29,1597.18,1575.18,,0.86%
02/22/2013,1580.70,1576.00,1587.25,1570.16,,0.30%
02/21/2013,1576.05,1563.09,1584.88,1554.88,,0.84%
02/20/2013,1562.90,1604.71,1609.82,1558.85,,-2.60%
02/19/2013,1604.60,1609.93,1615.34,1600.72,,-0.34%
02/18/2013,1610.05,1609.95,1619.00,1607.33,,0.04%
02/15/2013,1609.44,1634.53,1636.10,1598.42,,-1.55%
02/14/2013,1634.85,1642.84,1650.05,1632.72,,-0.48%
02/13/2013,1642.74,1650.85,1653.59,1640.33,,-0.49%
02/12/2013,1650.80,1647.94,1653.50,1639.22,,0.06%
02/11/2013,1649.74,1666.93,1669.70,1643.62,,-1.07%
02/08/2013,1667.50,1671.72,1673.91,1665.45,,-0.23%
02/07/2013,1671.30,1677.71,1683.51,1663.41,,-0.37%
02/06/2013,1677.49,1672.62,1679.49,1668.22,,0.27%
02/05/2013,1673.00,1674.21,1684.90,1666.76,,-0.08%
02/04/2013,1674.40,1667.55,1677.61,1661.79,,0.43%
02/01/2013,1667.15,1664.02,1682.31,1660.35,,0.21%
01/31/2013,1663.60,1677.42,1681.01,1658.15,,-0.80%
01/30/2013,1677.10,1663.96,1683.79,1662.79,,0.80%
01/29/2013,1663.85,1655.20,1666.06,1654.30,,0.54%
01/28/2013,1654.95,1658.76,1662.81,1652.54,,-0.23%
01/25/2013,1658.69,1667.88,1672.59,1655.78,,-0.54%
01/24/2013,1667.74,1686.35,1686.45,1665.08,,-1.07%
01/23/2013,1685.75,1692.37,1695.61,1683.45,,-0.38%
01/22/2013,1692.10,1690.05,1696.26,1686.64,,0.12%
01/21/2013,1690.05,1684.90,1691.60,1684.90,,0.36%
01/18/2013,1683.95,1687.25,1695.51,1683.60,,-0.22%
01/17/2013,1687.64,1679.79,1695.94,1666.94,,0.48%
01/16/2013,1679.50,1678.65,1685.11,1673.55,,0.04%
01/15/2013,1678.90,1666.94,1685.30,1666.44,,0.70%
01/14/2013,1667.20,1661.95,1674.80,1660.04,,0.25%
01/11/2013,1663.05,1675.28,1677.05,1654.05,,-0.73%
01/10/2013,1675.25,1657.97,1679.21,1654.10,,1.05%
01/09/2013,1657.90,1658.83,1666.41,1651.45,,-0.07%
01/08/2013,1659.00,1647.21,1662.30,1646.64,,0.71%
01/07/2013,1647.25,1656.51,1662.71,1642.75,,-0.58%
01/04/2013,1656.85,1663.42,1664.42,1626.40,,-0.39%
01/03/2013,1663.35,1686.54,1690.00,1660.89,,-1.39%
01/02/2013,1686.75,1675.03,1695.10,1670.39,,0.69%
01/01/2013,1675.15,1675.26,1676.21,1664.55,,0.01%
12/31/2012,1674.95,1656.21,1680.71,1655.71,,1.18%
12/28/2012,1655.40,1663.84,1666.49,1653.44,,-0.51%
12/27/2012,1663.90,1660.31,1665.76,1653.05,,0.23%
12/26/2012,1660.14,1658.12,1667.89,1650.38,,0.07%
12/25/2012,1658.90,1657.91,1663.15,1657.81,,0.09%
12/24/2012,1657.48,1657.79,1665.90,1652.13,,0.03%
12/21/2012,1656.99,1647.64,1659.68,1635.62,,0.56%
12/20/2012,1647.75,1667.22,1672.12,1635.70,,-1.15%
12/19/2012,1666.94,1670.38,1676.99,1663.42,,-0.19%
12/18/2012,1670.15,1698.21,1703.47,1661.62,,-1.64%
12/17/2012,1697.93,1695.76,1700.03,1687.05,,0.15%
12/14/2012,1695.47,1697.41,1700.74,1693.45,,-0.11%
12/13/2012,1697.30,1711.81,1712.11,1689.55,,-0.86%
12/12/2012,1711.95,1709.99,1723.41,1707.84,,0.11%
12/11/2012,1710.10,1712.30,1714.60,1705.04,,-0.01%
12/10/2012,1710.25,1704.45,1717.60,1702.64,,0.39%
12/07/2012,1703.65,1699.31,1705.61,1684.40,,0.27%
12/06/2012,1699.14,1693.87,1703.38,1686.11,,0.30%
12/05/2012,1693.99,1697.47,1707.18,1684.98,,-0.20%
12/04/2012,1697.35,1715.55,1717.67,1691.25,,-1.04%
12/03/2012,1715.25,1713.90,1722.11,1712.99,,0.03%
11/30/2012,1714.80,1725.71,1731.90,1709.09,,-0.61%
11/29/2012,1725.40,1719.50,1728.71,1718.40,,0.33%
11/28/2012,1719.69,1741.92,1743.23,1706.03,,-1.28%
11/27/2012,1742.05,1748.94,1751.80,1738.89,,-0.40%
11/26/2012,1749.10,1753.11,1753.11,1746.10,,-0.22%
11/23/2012,1753.00,1729.55,1754.60,1728.39,,1.36%
11/22/2012,1729.55,1729.09,1732.75,1728.35,,0.03%
11/21/2012,1729.11,1728.57,1732.08,1720.91,,0.03%
11/20/2012,1728.65,1732.11,1735.81,1722.40,,-0.19%
11/19/2012,1731.94,1713.54,1735.34,1713.43,,1.06%
11/16/2012,1713.70,1716.11,1717.51,1706.10,,-0.12%
11/15/2012,1715.80,1726.45,1727.96,1705.30,,-0.62%
11/14/2012,1726.45,1725.50,1733.40,1720.81,,0.06%
11/13/2012,1725.50,1728.51,1733.21,1718.30,,-0.16%
11/12/2012,1728.35,1732.00,1738.41,1725.90,,-0.17%
11/09/2012,1731.24,1731.64,1739.05,1727.05,,0.01%
11/08/2012,1730.99,1717.32,1735.82,1713.61,,0.83%
11/07/2012,1716.69,1715.98,1731.79,1702.97,,0.04%
11/06/2012,1715.95,1684.93,1721.01,1683.80,,1.86%
11/05/2012,1684.60,1677.20,1686.57,1672.85,,0.40%
11/02/2012,1677.85,1714.79,1717.06,1674.44,,-2.15%
11/01/2012,1714.70,1720.66,1727.11,1713.55,,-0.34%
10/31/2012,1720.55,1709.96,1726.05,1709.54,,0.65%
10/30/2012,1709.49,1710.06,1715.61,1705.20,,-0.02%
10/29/2012,1709.85,1711.50,1717.57,1706.00,,-0.09%
10/26/2012,1711.35,1712.00,1718.91,1700.95,,-0.03%
10/25/2012,1711.80,1701.85,1718.21,1701.40,,0.55%
10/24/2012,1702.43,1708.39,1714.56,1698.89,,-0.37%
10/23/2012,1708.70,1728.40,1730.60,1704.11,,-1.20%
10/22/2012,1729.45,1721.80,1729.61,1714.00,,0.50%
10/19/2012,1720.90,1740.59,1743.58,1716.29,,-1.19%
10/18/2012,1741.70,1749.91,1752.40,1738.41,,-0.49%
10/17/2012,1750.30,1748.40,1753.81,1743.20,,0.14%
10/16/2012,1747.80,1736.30,1748.61,1734.90,,0.67%
10/15/2012,1736.10,1753.60,1753.60,1729.36,,-1.03%
10/12/2012,1754.25,1768.79,1773.60,1752.34,,-0.82%
10/11/2012,1768.80,1761.80,1775.31,1758.70,,0.35%
10/10/2012,1762.55,1764.26,1768.41,1757.47,,-0.09%
10/09/2012,1764.15,1775.45,1779.96,1760.55,,-0.61%
10/08/2012,1774.90,1780.71,1780.90,1766.75,,-0.34%
10/05/2012,1780.98,1790.79,1796.19,1772.84,,-0.53%
10/04/2012,1790.55,1779.19,1796.90,1779.19,,0.64%
10/03/2012,1779.15,1774.10,1782.31,1771.00,,0.06%
10/02/2012,1778.00,1776.40,1784.81,1771.57,,0.20%
10/01/2012,1774.40,1771.20,1791.81,1763.55,,0.18%
09/28/2012,1771.22,1777.72,1783.63,1767.53,,-0.38%
09/27/2012,1777.90,1754.90,1780.81,1751.36,,1.47%
09/26/2012,1752.20,1760.50,1766.01,1738.11,,-0.48%
09/25/2012,1760.65,1764.26,1775.51,1758.41,,-0.20%
09/24/2012,1764.15,1773.39,1773.39,1755.80,,-0.50%
09/21/2012,1773.05,1767.30,1787.81,1766.40,,0.36%
09/20/2012,1766.70,1769.85,1772.50,1756.10,,-0.18%
09/19/2012,1769.80,1769.85,1768.35,1765.65,,-0.06%
09/18/2012,1770.95,1761.55,1773.61,1752.95,,0.54%
09/17/2012,1761.45,1774.74,1776.76,1754.59,,-0.62%
09/14/2012,1772.48,1766.44,1778.01,1765.04,,0.32%
09/13/2012,1766.90,1730.65,1772.87,1717.25,,2.04%
09/12/2012,1731.50,1732.54,1746.70,1725.79,,-0.01%
09/11/2012,1731.75,1726.10,1737.91,1725.45,,0.34%
09/10/2012,1725.80,1735.85,1740.26,1724.91,,-0.62%
09/07/2012,1736.50,1701.94,1741.80,1689.20,,2.05%
09/06/2012,1701.65,1693.45,1713.52,1691.65,,0.47%
09/05/2012,1693.65,1695.05,1696.37,1687.65,,-0.16%
09/04/2012,1696.40,1692.99,1700.45,1689.96,,0.24%
09/03/2012,1692.40,1692.20,1695.61,1685.70,,0.07%
08/31/2012,1691.15,1656.15,1693.32,1647.34,,2.11%
08/30/2012,1656.15,1656.55,1664.51,1651.80,,-0.02%
08/29/2012,1656.55,1667.25,1670.15,1652.97,,-0.63%
08/28/2012,1667.03,1663.44,1672.70,1657.44,,0.18%
08/27/2012,1664.10,1671.44,1676.95,1663.09,,-0.37%
08/24/2012,1670.35,1670.14,1673.81,1662.79,,-0.02%
08/23/2012,1670.65,1654.00,1675.41,1652.41,,1.01%
08/22/2012,1654.00,1638.20,1656.41,1634.87,,0.95%
08/21/2012,1638.50,1620.55,1641.81,1618.66,,1.10%
08/20/2012,1620.70,1616.26,1623.01,1610.20,,0.30%
08/17/2012,1615.80,1614.44,1620.10,1611.90,,0.06%
08/16/2012,1614.80,1604.14,1618.99,1600.79,,0.71%
08/15/2012,1603.38,1598.64,1606.40,1590.19,,0.30%
08/14/2012,1598.65,1610.16,1616.81,1594.71,,-0.71%
08/13/2012,1610.15,1620.35,1625.82,1607.71,,-0.61%
08/10/2012,1620.05,1617.64,1626.56,1605.70,,0.15%
08/09/2012,1617.70,1612.10,1618.72,1609.85,,0.36%
08/08/2012,1611.90,1611.29,1617.01,1603.55,,0.04%
08/07/2012,1611.18,1610.99,1618.41,1609.09,,0.01%
08/06/2012,1611.00,1605.00,1615.61,1602.85,,0.42%
08/03/2012,1604.30,1590.28,1606.91,1586.74,,0.88%
08/02/2012,1590.35,1599.25,1614.90,1585.10,,-0.55%
08/01/2012,1599.20,1599.25,1618.90,1592.35,,-0.91%
07/31/2012,1613.90,1621.30,1628.31,1610.95,,-0.44%
07/30/2012,1621.10,1625.10,1626.70,1614.85,,-0.13%
07/27/2012,1623.28,1616.14,1629.60,1611.99,,0.44%
07/26/2012,1616.20,1605.00,1622.02,1601.50,,0.67%
07/25/2012,1605.38,1581.44,1611.41,1579.94,,1.57%
07/24/2012,1580.50,1580.40,1584.66,1568.35,,0.23%
07/23/2012,1576.90,1582.64,1584.26,1564.49,,-0.42%
07/20/2012,1583.63,1582.01,1587.91,1574.04,,0.10%
07/19/2012,1582.05,1573.89,1593.00,1573.64,,0.52%
07/18/2012,1573.80,1584.29,1587.16,1568.84,,-0.57%
07/17/2012,1582.75,1591.19,1600.50,1572.66,,-0.42%
07/16/2012,1589.35,1591.39,1595.30,1578.79,,0.02%
07/13/2012,1589.05,1571.20,1597.11,1566.25,,1.06%
07/12/2012,1572.40,1576.85,1578.36,1554.95,,-0.29%
07/11/2012,1576.90,1565.41,1583.41,1565.41,,0.66%
07/10/2012,1566.50,1591.16,1602.90,1565.89,,-1.30%
07/09/2012,1587.15,1580.84,1593.30,1576.39,,0.27%
07/06/2012,1582.90,1604.95,1610.00,1576.70,,-1.36%
07/05/2012,1604.75,1617.34,1625.80,1598.89,,-0.67%
07/04/2012,1615.63,1617.24,1620.59,1611.94,,-0.06%
07/03/2012,1616.65,1598.69,1626.70,1596.59,,1.27%
07/02/2012,1596.35,1599.30,1602.51,1587.45,,-0.14%
06/29/2012,1598.60,1551.39,1607.19,1550.94,,3.01%
06/28/2012,1551.90,1573.61,1579.31,1547.85,,-1.42%
06/27/2012,1574.30,1572.50,1581.91,1563.15,,0.14%
06/26/2012,1572.15,1583.76,1587.31,1567.95,,-0.79%
06/25/2012,1584.60,1572.00,1588.51,1566.35,,0.79%
06/22/2012,1572.15,1564.31,1573.81,1558.80,,0.44%
06/21/2012,1565.30,1605.06,1607.29,1564.49,,-2.53%
06/20/2012,1605.90,1618.81,1623.01,1590.90,,-0.75%
06/19/2012,1618.07,1628.51,1633.51,1617.51,,-0.63%
06/18/2012,1628.40,1627.31,1630.31,1607.10,,0.10%
06/15/2012,1626.76,1622.94,1633.70,1619.59,,0.21%
06/14/2012,1623.32,1617.90,1627.79,1610.00,,0.31%
06/13/2012,1618.35,1609.26,1624.97,1606.20,,0.52%
06/12/2012,1610.05,1596.45,1618.01,1586.90,,0.85%
06/11/2012,1596.45,1593.10,1608.35,1582.89,,0.13%
06/08/2012,1594.45,1589.15,1595.47,1562.05,,0.34%
06/07/2012,1589.00,1620.20,1629.41,1579.75,,-1.94%
06/06/2012,1620.40,1617.20,1641.11,1614.34,,0.20%
06/05/2012,1617.10,1619.25,1623.91,1612.71,,-0.08%
06/04/2012,1618.40,1627.29,1629.69,1610.71,,-0.48%
06/01/2012,1626.25,1560.45,1630.02,1545.30,,4.20%
05/31/2012,1560.70,1563.90,1574.30,1554.09,,-0.11%
05/30/2012,1562.45,1554.80,1569.77,1532.10,,0.43%
05/29/2012,1555.75,1574.10,1582.90,1548.64,,-1.12%
05/28/2012,1573.33,1574.09,1584.00,1571.13,,-0.01%
05/25/2012,1573.45,1558.50,1574.57,1551.90,,0.93%
05/24/2012,1559.00,1563.36,1579.50,1553.15,,-0.19%
05/23/2012,1562.00,1569.19,1570.35,1535.41,,-0.44%
05/22/2012,1568.95,1593.53,1596.03,1563.29,,-1.49%
05/21/2012,1592.65,1593.65,1600.79,1586.80,,-0.03%
05/18/2012,1593.09,1574.78,1598.68,1569.05,,1.21%
05/17/2012,1574.00,1540.39,1581.70,1538.80,,2.20%
05/16/2012,1540.05,1546.10,1553.80,1529.00,,-0.28%
05/15/2012,1544.45,1557.15,1564.06,1541.60,,-0.80%
05/14/2012,1556.85,1580.60,1585.89,1556.00,,-1.47%
05/11/2012,1580.05,1593.87,1595.37,1573.90,,-0.85%
05/10/2012,1593.66,1589.69,1602.20,1586.07,,0.27%
05/09/2012,1589.34,1605.67,1606.64,1579.78,,-0.98%
05/08/2012,1605.00,1638.57,1639.52,1595.55,,-2.08%
05/07/2012,1639.15,1641.79,1644.40,1634.21,,-0.22%
05/04/2012,1642.83,1636.00,1647.27,1626.91,,0.43%
05/03/2012,1635.76,1653.26,1653.72,1631.17,,-1.07%
05/02/2012,1653.50,1662.40,1663.40,1646.71,,-0.52%
05/01/2012,1662.10,1666.75,1673.20,1658.59,,-0.14%
04/30/2012,1664.36,1662.42,1666.58,1644.98,,0.14%
04/27/2012,1662.05,1657.15,1667.72,1650.55,,0.31%
04/26/2012,1656.90,1645.98,1662.60,1643.15,,0.74%
04/25/2012,1644.70,1641.41,1646.53,1624.47,,0.23%
04/24/2012,1641.00,1638.75,1649.52,1633.95,,0.14%
04/23/2012,1638.70,1643.44,1644.90,1621.99,,-0.24%
04/20/2012,1642.70,1643.55,1647.31,1638.95,,-0.05%
04/19/2012,1643.60,1643.49,1655.00,1632.80,,0.09%
04/18/2012,1642.07,1651.24,1656.05,1639.29,,-0.47%
04/17/2012,1649.90,1652.90,1657.71,1635.05,,-0.13%
04/16/2012,1652.10,1654.09,1657.80,1641.14,,-0.42%
04/13/2012,1659.00,1675.55,1678.31,1649.51,,-0.98%
04/12/2012,1675.48,1659.14,1680.20,1651.29,,1.06%
04/11/2012,1657.95,1659.49,1662.90,1653.44,,-0.14%
04/10/2012,1660.35,1641.13,1663.10,1632.20,,1.16%
04/09/2012,1641.28,1641.44,1649.00,1627.70,,0.11%
04/06/2012,1639.49,1628.95,1639.49,1628.49,,0.51%
04/05/2012,1631.25,1620.36,1633.67,1620.15,,0.68%
04/04/2012,1620.23,1644.64,1648.15,1612.30,,-1.53%
04/03/2012,1645.33,1676.59,1681.16,1639.24,,-1.93%
04/02/2012,1677.75,1668.55,1680.09,1676.20,,0.53%
03/30/2012,1668.90,1661.55,1671.11,1659.91,,0.45%
03/29/2012,1661.38,1661.94,1665.29,1645.39,,-0.05%
03/28/2012,1662.18,1680.21,1684.41,1655.11,,-1.06%
03/27/2012,1680.05,1690.30,1696.81,1679.11,,-0.59%
03/26/2012,1689.98,1661.81,1694.00,1655.60,,1.67%
03/23/2012,1662.26,1645.41,1666.74,1642.38,,1.06%
03/22/2012,1644.85,1652.05,1658.01,1629.68,,-0.34%
03/21/2012,1650.50,1651.11,1661.65,1646.91,,0.01%
03/20/2012,1650.35,1666.04,1666.29,1643.29,,-0.85%
03/19/2012,1664.55,1654.98,1671.40,1654.14,,0.23%
03/16/2012,1660.65,1659.71,1665.01,1639.80,,0.15%
03/15/2012,1658.23,1642.89,1666.79,1636.59,,0.89%
03/14/2012,1643.60,1675.74,1683.45,1635.59,,-1.90%
03/13/2012,1675.50,1699.66,1705.97,1662.60,,-1.47%
03/12/2012,1700.53,1709.08,1714.30,1692.84,,-0.73%
03/09/2012,1713.09,1700.20,1714.59,1677.84,,0.73%
03/08/2012,1700.65,1685.09,1703.86,1682.85,,0.93%
03/07/2012,1684.95,1674.60,1688.42,1671.35,,0.65%
03/06/2012,1674.00,1705.97,1709.00,1664.35,,-1.92%
03/05/2012,1706.70,1711.05,1716.76,1694.64,,-0.33%
03/02/2012,1712.30,1717.70,1724.19,1705.19,,-0.25%
03/01/2012,1716.55,1696.20,1726.21,1694.70,,1.26%
02/29/2012,1695.20,1784.59,1790.80,1688.49,,-5.08%
02/28/2012,1785.85,1767.05,1789.96,1766.00,,1.11%
02/27/2012,1766.30,1773.28,1779.59,1762.24,,-0.41%
02/24/2012,1773.49,1780.30,1783.11,1770.74,,-0.37%
02/23/2012,1780.10,1776.24,1787.61,1772.29,,0.14%
02/22/2012,1777.55,1759.59,1781.80,1749.54,,1.05%
02/21/2012,1759.15,1734.03,1760.21,1731.09,,1.45%
